index,reason,prediction,label
100,"The text discusses the impact of the Russian invasion on Kharkiv, highlighting civilian casualties and destruction. It calls for an end to the war with hashtags like #StopTheWar. The relevant dimension is I8 (Diplomatic Strategy), where the emphasis on international attention and advocacy aligns with Globalism (Left). Other dimensions (e.g., Political Regime, State Structure) are unrelated as the text focuses on war consequences rather than ideological economic, cultural, or governance structures.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
101,"The text criticizes Mayorkas and Biden's immigration policies, emphasizing border security and enforcement. This relates to I8 (Diplomatic Strategy) as the call to end 'Catch and Release' reflects an isolationist stance, opposing international entanglements (Right). I7 (Cultural Value) is linked due to the emphasis on national collectivism over individual migrant rights (Left). I12 (Personal Right) is relevant as the text prioritizes social responsibility (enforcing borders) over individual rights of migrants (Left). Other dimensions (I1-I6, I9-I11) are unrelated as the text focuses on immigration enforcement rather than economic systems, ethics, church-state relations, etc.","[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
102,"The text discusses providing aid to colleagues in Ukraine during the war, which relates to collectivism (I7:1) as it emphasizes collective social support. The mention of international aid implicitly aligns with globalism (I8:1), advocating international cooperation. Helping others during a crisis reflects a focus on social responsibility over individual rights (I12:1). Other dimensions (I1-I6, I9-I11) are unrelated as the text does not address political regimes, economic systems, ethical issues, church-state relations, military strategy, justice frameworks, or revolutionary/reformist approaches explicitly.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
103,"The text supports civil society organizations (CSOs) in addressing hate speech and promoting human rights through awareness-raising. This relates to:
- **I5 (Ethical Liberalism)**: Advocacy for human rights aligns with progressive ethical values (Left).
- **I8 (Globalism)**: Building a network against hate speech implies international cooperation (Left).
- **I10 (Reformism)**: Emphasis on gradual awareness-raising aligns with reformist approaches (Right).
- **I11 (Result Justice)**: Focus on reducing detrimental effects of hate to achieve fair outcomes (Left).
- **I12 (Social Responsibility)**: Prioritizing collective action to fulfill societal responsibilities (Left).
Other dimensions (I1-I4, I6-I7, I9) are unrelated as the text does not discuss political/economic systems, cultural collectivism/individualism, religion, or military matters.","[0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
104,"The text criticizes the portrayal of Ukrainian Azov forces in American media, implying support for militarism against Russia. This relates to I8 (Diplomatic Strategy) as it opposes international political entanglements (Isolationism, Right). It also touches on I9 (Military Force) by opposing the use of militarism (Pacifism, Right). Other dimensions are unrelated as the text focuses on war portrayal and international relations.","[0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
105,"The text discusses Kentucky Republicans attempting to limit the Democratic governor's executive powers through legislative means. This relates to **I10 (Social Development)**. The Republicans' use of legislative action to gradually curtail the governor's authority aligns with *Reformism* (Right), as they seek incremental changes through established political processes. Other dimensions (e.g., Political Regime, Economic Orientation) are unrelated as the text focuses on intra-governmental power dynamics rather than economic systems, ethical values, or other ideological dimensions.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,"The text discusses Val Demings' support for reproductive freedom and labels her as a pro-choice champion, which relates to I5 (Ethical Pursuit) under Ethical Liberalism (Left). It also emphasizes individual rights (reproductive freedom), aligning with I12 (Personal Right) under Individual Right (Right). Other dimensions are unrelated as the text focuses on social issues rather than economic, political regime, or other structural aspects.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
107,"The text critiques a perceived hypocrisy in certain women's groups advocating for equality while allegedly defending Amber Heard and suppressing evidence, implying a stance against Ethical Liberalism (I5: Right). The emphasis on criticizing collective behavior (women's groups) aligns with Individualism (I7: Right). The mention of blocking evidence suggests a focus on Procedural Justice over Result Justice (I11: Right). The critique of unequal rights in abuse contexts leans toward Individual Right (I12: Right). Other dimensions (I1-I4, I6, I8-I10) are unrelated as the text focuses on gender dynamics, ethical standards, and justice processes rather than economic systems, state structure, or other unrelated topics.","[0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
108,"The text discusses the potential impact of a political figure's foreign policy decisions, particularly regarding NATO and international alliances. This primarily relates to I8 (Diplomatic Strategy) where the mention of pulling out of NATO suggests a shift towards Isolationism (Right). The text implies criticism of such a move, indirectly supporting Globalism. Other dimensions like I9 (Military Force) might be tangentially related but are not explicitly addressed. The remaining dimensions (I1-I7, I10-I12) are unrelated as the text focuses on international relations and military strategy without touching on economic systems, cultural values, or social policies.","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
109,"The text discusses the potential removal of the filibuster to pass a national abortion ban and urges protecting abortion rights. This directly relates to **I5 (Ethical Pursuit)** as it opposes abortion restrictions (left/ethical liberalism). It also touches on **I11 (Justice Orientation)**, emphasizing the urgency of ensuring fair outcomes (result justice, left) by acting before procedural changes. Additionally, the focus on safeguarding abortion rights aligns with **I12 (Personal Right)** in prioritizing individual rights over responsibilities (right/individual right). Other dimensions (I1-I4, I6-I10) are unrelated as they do not address economic systems, state structure, cultural collectivism, diplomacy, military, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
110,"The text criticizes immigration policies, focusing on opposition to amnesty and lenient border measures. It relates to I7 (Cultural Value) by emphasizing collectivist concerns over national security and societal impact, aligning with Collectivism (Left). It also touches on I12 (Personal Right) by prioritizing social responsibility over individual migrant rights, supporting Social Responsibility (Left). Other dimensions are unrelated as the text does not address economic systems, state structure, or other listed aspects.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
